title,imdb_id,title_id,netflix_show_id,content_type,is_movie,primary_genre,genres_combined,release_year,decade,content_age,is_recent,date_added,has_date_added,description,description_word_count,title_length,director,has_director_info,cast,has_cast_info,character_names,credits_count,runtime_minutes,runtime_category,age_rating,imdb_score,has_imdb_score,tmdb_score,has_tmdb_score,user_rating,vote_average,combined_score,popularity,popularity_tier,vote_count,imdb_votes,country,language_code,is_netflix_original,is_duplicate_title,is_latest_version,has_runtime,has_language_code,is_date_missing
Bala Loca,,,s6220,TV Show,False,International,"International, Drama",2016,2010,10,False,2017-04-01,True,A veteran journalist starting a news site about corruption in Chile stumbles on a big story when a fellow investigative reporter dies suspiciously.,23,9.0,,False,"Alejandro Goic, Trinidad González, Ingrid Isensee, Mario Horton, Manuela Oyarzún, Fernanda Urrejola, Catalina Saavedra, Pablo Schwarz, Aline Küppenheim, Marcial Tagle, Víctor Quezada, Alfredo Castro, Roberto Farías, Hugo Medina, Daniel Candia, María Paz Grandjean, Alejandro Sieveking, Nicolás Durán, Sergio Hernández, Willy Semler, Erto Pantoja",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,Chile,,False,False,True,True,False,False
Balto,,,s6221,Movie,True,Family,"Family, Drama",1995,1990,31,False,2018-04-01,True,"Balto, who is half wolf and half dog, endures the taunts of disapproving humans as he guides a precious cargo of medicine through the Alaskan winter.",26,5.0,Simon Wells,True,"Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings, Phil Collins, Jack Angel, Danny Mann, Robbie Rist",True,Unknown,0,78.0,Standard,G,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Balto 2: Wolf Quest,,,s6222,Movie,True,Family,Family,2001,2000,25,False,2018-04-01,True,"Half-dog, half-wolf Balto (voiced by Maurice LaMarche) and his wife proudly put their pups up for adoption to humans, but when nobody takes daughter Aleu because she looks too much like a wolf, she runs away to search for her place in the world.",44,19.0,Phil Weinstein,True,"Maurice LaMarche, Jodi Benson, Lacey Chabert, David Carradine, Mark Hamill, Charles Fleischer, Peter MacNicol, Rob Paulsen, Nicolette Little, Melanie Stone",True,Unknown,0,75.0,Standard,G,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Balto 3: Wings of Change,,,s6223,Movie,True,Family,Family,2004,2000,22,False,2018-04-01,True,"A pilot challenges Balto's son Kodi and his sled team to see who can deliver the mail faster, but the dogs race to the rescue when the plane vanishes.",29,24.0,Phil Weinstein,True,"Maurice LaMarche, Sean Astin, Keith Carradine, Charles Fleischer, Jodi Benson, Bill Fagerbakke, Charity James, Kathy Najimy, David Paymer, Jean Smart",True,Unknown,0,78.0,Standard,G,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Balu Mahi,,,s6224,Movie,True,International,"International, Romance",2017,2010,9,False,2018-03-01,True,"Determined to stop his ex-girlfriend from marrying, a young man crashes the wrong wedding and meets a bride looking to run away.",22,9.0,Haissam Hussain,True,"Osman Khalid Butt, Ainy Jaffri, Sadaf Kanwal, Khurram Patras, Ali Sheikh, Zeeshan Ali, Durdana Butt, Shafqat Cheema, Adeel Hashmi, Javed Sheikh",True,Unknown,0,149.0,Very Long,TV-MA,,False,,False,,,,,Very Low,0,0,Pakistan,,False,False,True,True,False,False
Bana Masal Anlatma,,,s6225,Movie,True,Comedy,"Comedy, International, Romance",2015,2010,11,False,2017-03-10,True,"Minibus driver Riza is a steady presence in his close-knit neighborhood, until he brings home a dreamy beauty and throws everything into chaos.",23,18.0,Burak Aksak,True,"Hande Doğandemir, Fatih Artman, Devrim Yakut, Cengiz Bozkurt, Erdal Tosun, Berat Yenilmez, Ercan Yazgan, Sadi Celil Cengiz, Cihan Ercan, Burcu Biricik, Tarık Ünlüoğlu, Gürkan Uygun, Gökçe Bahadır",True,Unknown,0,103.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,Turkey,,False,False,True,True,False,False
Banana Island Ghost,,,s3167,Movie,True,Comedy,"Comedy, International",2017,2010,9,False,2019-12-06,True,"Searching for a soul mate, a ghost negotiates with God for three more days on Earth to find love, then meets a woman in need of help herself.",28,19.0,BB Sasore,True,"Chigul, Patrick Diabuah, Adetomiwa Edun, Uche Jumbo, Saidi Balogun, Ali Nuhu, Bimbo Manuel, Akah Nnani, Damilola Adegbite, Dorcas Shola Fapson",True,Unknown,0,108.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,Nigeria,,False,False,True,True,False,False
Banana Split,,,s2203,Movie,True,Comedy,"Comedy, Drama, Independent",2020,2020,6,False,2020-07-26,True,"Despite leaving for college, a heartsick teen tries to build a new friendship with a kindred spirit even though she's dating her ex-boyfriend.",23,12.0,Ben Kasulke,True,"Hannah Marks, Liana Liberato, Dylan Sprouse, Luke Spencer Roberts, Jessica Hecht, Addison Riecke, Meagan Kimberly Smith, Haley Ramm",True,Unknown,0,84.0,Standard,TV-MA,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Band Aid,,,s6226,Movie,True,Comedy,"Comedy, Drama, Music",2017,2010,9,False,2019-04-12,True,"A young married couple tries to save their disintegrating relationship by turning their fights into songs, with the help of an oddball neighbor.",23,8.0,Zoe Lister-Jones,True,"Zoe Lister-Jones, Adam Pally, Fred Armisen, Susie Essman, Retta, Hannah Simone, Brooklyn Decker, Angelique Cabral, Colin Hanks, Ravi V. Patel, Jamie Chung, Erinn Hayes, Gillian Zinser, Jesse Williams",True,Unknown,0,94.0,Long,R,,False,,False,6.4,6.4,6.4,7.958,Low,162,0,United States,en,False,False,True,True,True,False
Band of Robbers,,,s6227,Movie,True,Action,"Action, Comedy, Independent",2015,2010,11,False,2016-04-15,True,"Recast as modern-day men, Tom Sawyer and Huck Finn draft their misfit cronies to help find the buried treasure the two have sought since boyhood.",25,15.0,"Aaron Nee, Adam Nee",True,"Kyle Gallner, Adam Nee, Matthew Gray Gubler, Melissa Benoist, Hannibal Buress, Eric Christian Olsen, Stephen Lang, Daniel Edward Mora, Johnny Pemberton, Cooper Huckabee, Lee Garlington, Beth Grant, Creed Bratton",True,Unknown,0,95.0,Long,Not Rated,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Bandie,tt1219315,tm16812,s5187,Movie,True,Drama,"Drama, Action, Romance",1978,1970,48,False,2017-11-01,True,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",150,6.0,Alo Sarkar,True,"Uttam Kumar, Sulakshana Pandit, Utpal Dutt",True,"Unknown, Unknown, Unknown",4,141.0,Very Long,TV-PG,4.4,True,6.0,True,,,5.2,1.166,Low,0,35,IN,,False,False,True,True,False,False
Bang Rajan 2,,,s6228,Movie,True,Action,"Action, Drama, History, War",2010,2010,16,False,2018-07-25,True,A small but fierce group of resistance fighters engages in a brutal battle to protect their village from an army of Burmese invaders.,23,12.0,Tanit Jitnukul,True,"Puri Hiranyapluek, Paradorn Srichaphan, Chatchai Plengpanich",True,Unknown,0,122.0,Very Long,TV-MA,,False,,False,5.7,5.7,5.7,4.404,Low,9,0,Thailand,th,False,False,True,True,True,False
Bangistan,tt3422462,tm217986,s3127,Movie,True,Comedy,"Comedy, Drama",2015,2010,11,False,2019-12-15,True,"Two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",16,9.0,Karan Anshuman,True,"Ritesh Deshmukh, Pulkit Samrat, Rajesh Sharma, Zachary Coffin, Tom Alter, Arya Babbar, Kumud Mishra, Marta Żmuda Trzebiatowska, Chandan Roy Sanyal, Erika Guntherová",True,"Hafeez Bin Ali / Ishwarchand Sharma, Praveen Chaturvedi / Allah Rakha Khan, Unknown, Stanislav the Cop, Imam, Zulfi, Guru / Abba, Unknown, Tamim Iqbal, Immigration Officer 1",17,135.0,Very Long,PG-13,4.5,True,6.4,True,,,5.45,4.372,Low,0,1284,IN,,False,False,True,True,False,False
Bangkok Bachelors,,,s6229,TV Show,False,International,"International, Romance, Comedy",2016,2010,10,False,2018-06-04,True,Three young men leading carefree bachelors’ lives in the city face the trials of true love when they meet three beautiful women.,22,17.0,,False,"Sean Jindachot, Nutt Devahastin Na Ayudhya, Patharamanop Isariy, Manatsanun Phanlerdwongsakul, Anchasa Mongkhonsama, Keerati Mahapreukpong",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,,,False,False,True,True,False,False
Bangkok Breaking,tt14202282,ts289982,s12,TV Show,False,Thriller,"Thriller, Action, Crime, Drama",2021,2020,5,True,2021-09-23,True,"Newly arrived in Bangkok, Wanchai joins the road rescue service and unravels a city-wide conspiracy with the help of a journalist.",21,16.0,Kongkiat Komesiri,True,"Sukollawat Kanarot, Aom Sushar Manaying, Sahajak Boonthanakit, Bank Pawalit Mongkolpisit, Suda Chuenban, Japan Panupan Jantanawong, Arisara Wongchalee, Nophand Boonyai, Mind Waratthaya Wongchayaporn, Noon Pitchatorn Santinatornkul",True,"Wanchai, Cat [Reporter], Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown",11,60.0,Series,TV-MA,5.8,True,7.0,True,,,6.4,28.627,Medium,0,294,TH,,False,False,True,True,False,False
Bangkok Buddies,tt11513508,ts223121,s3250,TV Show,False,Drama,"Drama, Comedy",2019,2010,7,False,2019-11-20,True,"Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires.",23,15.0,,False,"Few Vayu Kessuvit, Au Ekkaphon Deeboonmee Na Chumphae, Max Nuttapong Boonyuen, Parm Thanadol Auepong, Martin Sidel",True,"Jungo, Takeshi, Dave, Krating, Mikey",5,40.0,Series,TV-MA,6.8,True,10.0,True,,,8.4,3.237,Low,0,17,TH,,False,False,True,True,False,False
Bangkok Hell,,,s6230,Movie,True,Drama,"Drama, International",2002,2000,24,False,2018-09-14,True,"When offered a deal to snitch on fellow prisoners, an inmate faces a tough dilemma: act in his own interest, or help those who may need him.",27,12.0,Manop Janjarasskul,True,"Chalad Na Songkhla, Sahatchai 'Stop' Chumrum, Pornchai Hongrattanaporn, Kongsak Kaenmeepol, Samart Saengsa-Ngiam, Suthpong Kanithanon",True,Unknown,0,107.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,Thailand,,False,False,True,True,False,False
Bangkok Love Stories 2: Innocence,tt10438662,ts85515,,TV Show,False,Drama,"Drama, Romance",2018,2010,8,False,,False,An eclectic group of men and women looking for romantic adventures in the dazzling Silom district of Bangkok. Age or profession are not a problem.,25,33.0,Suttasit Dechintaranarak,True,"Tangmo Pataritda, Nicole Theriault, Ten Tosatid Darnkhuntod, Max Nattapol Diloknawarit, Pataratida Patcharawirapong",True,"Unknown, TBA, TBA, TBA, Unknown",6,44.0,Series,Not Rated,6.6,True,8.2,True,,,7.4,3.473,Low,0,202,TH,,False,False,True,True,False,True
Bangkok Love Stories: Hey You!,,,s4030,TV Show,False,International,"International, Romance, Drama",2018,2010,8,False,2019-03-08,True,A loving couple become rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram’s traditional restaurant in Bangkok’s chic Ari district.,23,30.0,,False,"Wanida Termthanaporn, Isariya Patharamanop, Nontanun Anchuleepradit, Chonnikan Netjui, Attharut Krongrasri, Sumet Ong-Art, Penpak Sirikul, Suppakorn Chaiyo, Thawat Pornrattanaprasert, M.L. Kwantip Devakula, Yingsak Chonglertjetsadawong, Apichet Atirattana, Rika Ishige",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,,,False,False,True,True,False,False
Bangkok Love Stories: Innocence,,,s660,TV Show,False,International,"International, Romance, Drama",2018,2010,8,False,2021-06-19,True,"From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district.",21,31.0,,False,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,Thailand,,False,False,True,True,False,False
Bangkok Love Stories: Objects of Affection,,,s3689,TV Show,False,International,"International, Romance, Drama",2019,2010,7,False,2019-07-02,True,A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.,21,42.0,,False,"Apinya Sakuljaroensuk, Kanokchat Munyadon, Gyeon Seo, Nalin Hohler, Thongpoom Siripipat, Chinawut Indracusin, Preeyada Sitthachai, Akarin Akaranitimaytharatt, Adul Charoenrasameekiat, Kanlaya Lertkasemsup",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,Thailand,,False,False,True,True,False,False
Bangkok Love Stories: Plead,tt10438656,ts213611,s3690,TV Show,False,Drama,Drama,2019,2010,7,False,2019-07-02,True,"When a blind fortune teller decides to love a confident girl, who doesn't believe in fate, even the horoscope of both will be very strongly, that may cause his fate to be absent...",33,27.0,,False,"Varot Makaduan, Chanon Santinatornkul, Suttatip Wutchaipradit, Sutatta Udomsilp",True,"Unknown, Unknown, Unknown, Unknown",4,42.0,Series,TV-14,7.2,True,9.0,True,,,8.1,1.82,Low,0,58,TH,,False,False,True,True,False,False
Bangkok Traffic (Love) Story,,,s6231,Movie,True,Comedy,"Comedy, International, Romance",2009,2000,17,False,2018-09-05,True,"After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love.",25,28.0,Adisorn Tresirikasem,True,"Theeradej Wongpuapan, Sirin Horwang, Ungsumalynn Sirapatsakmetha, Panissara Phimpru, Taksaorn Paksukcharern, Charlie Trairat, Kazuki Yano",True,Unknown,0,126.0,Very Long,TV-14,,False,,False,,,,,Very Low,0,0,Thailand,,False,False,True,True,False,False
Bankrolled,tt14961160,tm1068777,s396,Movie,True,Comedy,Comedy,2021,2020,5,True,2021-07-23,True,"While blind drunk, two unemployed millennials entrepreneurs drunkenly post a video pitch about their revolutionary app to a crowdfunding site. When the app catches fire and they accidentally raise millions of dollars they actually have to create the app.",39,10.0,Marcos Bucay,True,"Ricardo Polanco, Aldo Escalante, Natalia Téllez, Fabrizio Santini, Seo Ju Park, María Chacón, Giuseppe Gamba, Joaquín Ferreira, Sebastián Zurita",True,"Blas Solano, Polo Ríos, Natalia, Aderales, Mayte, Sandra, Cano, Bobby, Unknown",10,97.0,Long,TV-MA,4.0,True,5.9,True,,,4.95,20.242,Medium,0,312,MX,,False,False,True,True,False,False
Banyuki,tt1735848,tm340006,s1248,Movie,True,Drama,"Drama, Action",2009,2000,17,False,2021-03-01,True,"A story of an island country named Horai that was finally about to be integrated under one political administration. Domon DATE, an innocent man confined in a prison island. After 10 years of imprisonment, he kept his sanity by dreaming of retaliating against those who framed him up. He breaks the prison with the help of a man incarcerated in the deepest corner of the prison island. The man identified himself as Saji. His steady road to revenge was obstructed by a woman named Mikoto, the once fiancée of his. Can Domon get his revenge? Who is the man who identified himself as Saji? What are the hidden thoughts of Mikoto?",111,7.0,Takehiko Watanabe,True,"Takaya Kamikawa, Izumi Inamori, Taichi Saotome, Jun Hashimoto, Shoko Takada, Macoto Awane, Takaya Yamauchi, Akira Yamamoto, Tetsuya Chiba, Masato Sakai",True,"Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Saji",11,182.0,Very Long,TV-PG,7.1,True,,False,,,7.1,0.843,Very Low,0,17,JP,,False,False,True,True,False,False
Barah Aana,,,s6233,Movie,True,Drama,"Drama, International",2009,2000,17,False,2019-12-31,True,"After futile attempts to better their lives with honest work, three broke friends opt for a more dubious means of making money: kidnapping for ransom.",25,10.0,Raja Menon,True,"Naseeruddin Shah, Arjun Mathur, Vijay Raaz, Tannishtha Chatterjee, Violante Placido, Benjamin Gilani",True,Unknown,0,95.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Barakah Meets Barakah,tt5435084,tm238717,s5229,Movie,True,Romance,"Romance, Comedy",2016,2010,10,False,2017-10-12,True,"The story of two lovers who are united in an environment hostile to dating of any kind. Barakah is municipal civil servant from Jeddah and an amateur actor in a theatre troupe. Barakah is a wild beauty, who functions as a crowd-puller for her stylish mother’s boutique and runs her own widely-seen vlog. They both defy customs and traditions, as well as the religious police, using modern communication technologies and traditional dating methods.",73,21.0,Mahmoud Sabbagh,True,"Hisham Fageeh, Fatima Al-Banawi, Turki Shaikh, Marian Bilal, Reem Habib, Khaled Yeslam",True,"Barakah, Fatima, Turki / Agent, Sara, Madame Mayyada, The agent",7,88.0,Standard,TV-MA,6.3,True,6.5,True,,,6.4,2.115,Low,0,1705,SA,,False,False,True,True,False,False
Barbarians,tt9184986,ts246072,s1800,TV Show,False,Drama,"Drama, Action, History",2020,2020,6,False,2020-10-23,True,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",26,10.0,,False,"Laurence Rupp, Jeanne Goursaud, David Schütter, Gaetano Aronica, Bernhard Schütz, Eva Verena Müller, Florian Schmidtke, Jeremy Miliker, Sergej Onopko, Bence Ferenczi",True,"Arminius, Thusnelda, Folkwin Wolfspeer, Varus, Segestes, Irmina, Talio, Ansgar, Hadgan, Berulf Buddy Y",11,47.0,Series,TV-MA,7.2,True,7.396,True,,,7.3,37.819,Medium,0,23709,DE,,False,False,True,True,False,False
Barbecue,,,s6234,Movie,True,Documentary,"Documentary, International",2017,2010,9,False,2017-08-15,True,"A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community.",19,8.0,Matthew Salleh,True,,False,Unknown,0,101.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay",,False,False,True,True,False,False
